name,price,description,image,category,badges,rating
Monk fruit (150 g),145.00,"Disfruta de un dulzor natural y saludable con nuestro endulzante de fruto del monje. Ideal como alternativa al azúcar, aporta un sabor delicioso sin calorías ni impacto en los niveles de glucosa. Perfecto para quienes buscan cuidar su salud sin renunciar al gusto. Características e ingredientes principales: 🌱 100% natural, a base de extracto de fruto del monje (Luo Han Guo) 🚫 Sin azúcar refinada, sin gluten y sin calorías 💪 Apto para dietas keto, bajas en carbohidratos y para personas con diabetes 🍰 Versátil para bebidas, repostería y recetas saludables Beneficios: ✨ Ayuda a mantener niveles estables de glucosa en la sangre ✨ Endulza de manera natural sin calorías vacías ✨ Ideal para un estilo de vida saludable y consciente ✨ Seguro para consumo frecuente Modo de consumo: Utilízalo como sustituto del azúcar en café, té, jugos, licuados, postres o en cualquier preparación que desees endulzar de manera natural y ligera.",https://cdn.shopify.com/s/files/1/0919/6093/4786/files/monkfruit_sinfondo.jpg?v=1765185448,,,
Pimienta cayena orgánica (60 g),60.00,"Nuestra pimienta de cayena orgánica no solo aporta un toque picante y delicioso a tus comidas, también es un poderoso aliado para la salud. Rica en compuestos activos, ayuda a regular la presión arterial, acelerar el metabolismo y favorecer la quema natural de grasa, todo sin irritar el estómago. Características e ingredientes principales: 🔥 100% pimienta de cayena orgánica molida 💚 Regula la presión arterial y ayuda a reducir colesterol y triglicéridos ⚡ Acelera el metabolismo y favorece la quema de grasa 🦷 Contribuye a combatir infecciones bucales 🍃 Producto natural, sin aditivos ni conservadores Beneficios: ✨ Apoya la salud cardiovascular ✨ Estimula la digestión y mejora el metabolismo ✨ Fortalece el sistema inmune ✨ Ideal para una cocina saludable y llena de sabor Modo de consumo: Añádela en pequeñas cantidades a guisos, sopas, aderezos, licuados salados o jugos detox para darles un toque picante y aprovechar sus propiedades naturales.",https://cdn.shopify.com/s/files/1/0919/6093/4786/files/pimienta_sinfondo.jpg?v=1765185448,,,
Queso de Oaxaca Artesanal – 100% Natural y Sin Químicos,195.00,"Queso de Oaxaca Artesanal – 100% Natural y Sin Químicos Descubre el sabor auténtico de México con nuestro Queso de Oaxaca artesanal . Elaborado cuidadosamente a mano con leche fresca de vacas de libre pastoreo, este queso conserva toda su pureza y calidad natural. No contiene conservadores, colorantes ni aditivos químicos, garantizando un producto saludable y lleno de sabor. Su textura suave y fibrosa lo convierte en el aliado perfecto para quesadillas, enchiladas, empanadas o simplemente para disfrutar en rebanadas frescas. Ideal para quienes buscan una alimentación más natural y consciente. Características: 🐄 Origen: Leche 100% de vaca de libre pastoreo 🌱 Sin conservadores ni químicos 🧵 Textura suave y fibrosa 🇲🇽 Elaborado artesanalmente en Oaxaca, México 📦 Presentación: Bloque de 500g y 1kg Recomendación de conservación: Mantener refrigerado entre 2°C y 6°C y consumir antes de 10 días después de abierto.",https://cdn.shopify.com/s/files/1/0919/6093/4786/files/PHOTO-2025-08-08-21-30-12_2_76c31ea0-e61c-46ba-8ed2-07410e832fb0.jpg?v=1754694874,Lácteos,,
Quinoa orgánica (250 g),60.00,"Nuestra quinoa orgánica es un superalimento libre de gluten, químicos y pesticidas. Rica en proteínas vegetales, fibra, vitaminas y minerales, es ideal para una alimentación equilibrada y natural. Su versatilidad en la cocina la convierte en un ingrediente imprescindible para quienes buscan opciones saludables y nutritivas. Características e ingredientes principales: 🍃 100% quinoa orgánica sin gluten 🚫 Libre de químicos y pesticidas 💪 Fuente natural de proteína vegetal y fibra 🌱 Rica en vitaminas y minerales esenciales Beneficios: ✨ Aporta energía sostenida y proteína completa ✨ Favorece la digestión y la salud intestinal ✨ Ideal para dietas sin gluten y balanceadas ✨ Ingrediente versátil para recetas dulces y saladas Modo de preparación: Enjuaga bien la quinoa. Cocina 1 taza de quinoa con 2 tazas de agua y una pizca de sal. Lleva a ebullición, luego cocina tapada a fuego bajo por 15 minutos. Deja reposar 5 minutos y esponja con un tenedor antes de servir.",https://cdn.shopify.com/s/files/1/0919/6093/4786/files/quinoa_sinfondo.jpg?v=1765185447,,,
Sal Himalaya (60 g),60.00,"Disfruta de nuestra sal rosa del Himalaya, 100% pura y orgánica, extraída de antiguas minas en las montañas del Himalaya. Rica en minerales y con un sabor delicado, es la alternativa natural y saludable a la sal refinada. Características e ingredientes principales: 🧂 100% sal rosa del Himalaya pura 🌱 Producto orgánico y natural 💎 Rica en minerales esenciales (calcio, magnesio, potasio) 🚫 Sin aditivos ni procesos químicos Beneficios: ✅ Contribuye al equilibrio mineral del organismo ✅ Alternativa más saludable que la sal común refinada ✅ Aporta un sabor único y suave a tus recetas ✅ Puede usarse tanto en cocina como en rituales de bienestar (baños minerales, exfoliación natural) Modo de consumo: Úsala para realzar el sabor de tus platillos diarios, en ensaladas, carnes, pescados, verduras o incluso para preparar aguas minerales caseras. También puede aprovecharse en baños relajantes o exfoliantes caseros.",https://cdn.shopify.com/s/files/1/0919/6093/4786/files/sal_himalaya_sinfondo.jpg?v=1765185448,,,
Sazonador vegetal (250 g),50.00,"Eleva el sabor de tus platillos con nuestro sazonador 100% natural, elaborado con una mezcla equilibrada de especias y verduras deshidratadas. Libre de gluten, glutamato monosódico, colorantes y químicos artificiales, es la opción ideal para cocinar de manera saludable sin perder el toque de sabor. Características e ingredientes principales: 🌱 Sin gluten y libre de aditivos químicos 🚫 Sin glutamato monosódico, colorantes ni sabores artificiales 🥕 Mezcla natural de extracto de verduras deshidratadas, especias y sal de mar 🍃 100% natural y saludable Beneficios: ✨ Realza el sabor de tus comidas de forma natural ✨ Apto para dietas sin gluten y alimentación consciente ✨ Libre de químicos dañinos para la salud ✨ Versátil y fácil de usar en todo tipo de recetas Modo de consumo: Agrega al gusto en sopas, guisos, carnes, verduras asadas, pastas o ensaladas. Perfecto para dar sabor sin necesidad de recurrir a condimentos artificiales.",https://cdn.shopify.com/s/files/1/0919/6093/4786/files/sazonadorvegetal_sinfondo.jpg?v=1765185448,,,
Súper desayuno bolsa (700 g),140.00,"Disfruta de nuestro Súper Desayuno Bote, una mezcla nutritiva y deliciosa para comenzar tu día con energía. Ideal para quienes buscan una opción saludable, sin azúcar añadida y rica en vitaminas. Características e ingredientes principales: 🌾 Elaborado con avena integral sin gluten y amaranto natural inflado 🥛 Contiene leche de soya en polvo y proteína vegetal 🍓 Incluye fruta deshidratada, semillas naturales y fibra de trigo y avena 🍬 Endulzado naturalmente con fructosa, sin azúcar refinada 🌱 Opción saludable y balanceada, lista para licuados o mezclas con otros cereales Beneficios: Ayuda a mejorar la digestión y mantener los intestinos limpios Proporciona energía para tus actividades diarias Aporta vitaminas del complejo B y nutrientes esenciales Perfecto para personas que buscan un desayuno nutritivo y consciente Modo de consumo: Úsalo en licuados, mezcla con otros cereales o disfrútalo solo con leche vegetal o yogur.",https://cdn.shopify.com/s/files/1/0919/6093/4786/files/superdesayuno_bolsa_sinfondo.jpg?v=1765185448,,,
Súper Desayuno Bote (700 g),120.00,"Disfruta de nuestro Súper Desayuno Bote, una mezcla nutritiva y deliciosa para comenzar tu día con energía. Ideal para quienes buscan una opción saludable, sin azúcar añadida y rica en vitaminas. Características e ingredientes principales: 🌾 Elaborado con avena integral sin gluten y amaranto natural inflado 🥛 Contiene leche de soya en polvo y proteína vegetal 🍓 Incluye fruta deshidratada, semillas naturales y fibra de trigo y avena 🍬 Endulzado naturalmente con fructosa, sin azúcar refinada 🌱 Opción saludable y balanceada, lista para licuados o mezclas con otros cereales Beneficios: Ayuda a mejorar la digestión y mantener los intestinos limpios Proporciona energía para tus actividades diarias Aporta vitaminas del complejo B y nutrientes esenciales Perfecto para personas que buscan un desayuno nutritivo y consciente Modo de consumo: Úsalo en licuados, mezcla con otros cereales o disfrútalo solo con leche vegetal o yogur.",https://cdn.shopify.com/s/files/1/0919/6093/4786/files/superdesayuno_bote_sinfondo.jpg?v=1765185448,,,
Yogurt Bulgaria Artesanal,65.00,"Yogurt Bulgaria Artesanal – Natural y Sin Aditivos Disfruta del auténtico sabor del Yogurt Bulgaria artesanal , elaborado con métodos tradicionales y leche fresca de alta calidad. Este producto natural no contiene conservadores, colorantes, ni sabores artificiales, garantizando una experiencia saludable y genuina. Su textura cremosa y sabor ligeramente ácido lo convierten en una excelente opción para consumir solo, con frutas, o como base para recetas saludables. Perfecto para quienes buscan un estilo de vida natural y consciente. Características: 🐄 Leche fresca: De vacas alimentadas de forma natural y libre de hormonas 🌱 Sin conservadores, químicos ni aditivos artificiales 🧫 Fermentado con cultivos tradicionales de Bulgaria 🥄 Textura cremosa y sabor natural ligeramente ácido 📦 Presentación: Envases de 1kg Recomendación de conservación: Conservar refrigerado entre 2°C y 6°C. Consumir antes de la fecha de caducidad indicada en el envase.",https://cdn.shopify.com/s/files/1/0919/6093/4786/files/PHOTO-2025-08-08-21-30-13_e58e5e07-59c1-4f3f-a5b4-d55dceecac09.jpg?v=1754695832,Lácteos,,
Yogurt Bulgaria Ciruela Pasa,100.00,"Yogurt Bulgaria Ciruela Pasa • Artesanal y Natural • 1Kg Disfruta de nuestro yogurt Bulgaria con delicioso preparado de ciruela pasa, elaborado artesanalmente con cultivos lácticos naturales que le aportan una textura cremosa y un sabor dulce y único. Ideal para quienes buscan un producto saludable, natural y lleno de sabor. Ingredientes: Leche entera pasteurizada de vaca Cultivos lácticos naturales Preparado de ciruela pasa Características principales: 🥛 Producto artesanal y natural 🍑 Sabor dulce y único 🧴 Sin aditivos ni conservantes ⚖️ Presentación: 1Kg Beneficios: Fuente natural de probióticos Ideal para mejorar la digestión Perfecto para consumir solo o en recetas Modo de consumo: Disfrútalo como snack, en batidos, con frutas o en preparaciones culinarias.",https://cdn.shopify.com/s/files/1/0919/6093/4786/files/PHOTO-2025-08-08-21-30-133.jpg?v=1754695832,,,
Yogurt Bulgaria Frutos Rojos,100.00,"Yogurt Bulgaria Frutos Rojos • Artesanal y Natural • 1Kg Disfruta de nuestro yogurt Bulgaria con delicioso preparado de frutos rojos, elaborado artesanalmente con cultivos lácticos naturales que le aportan una textura cremosa y un sabor fresco y afrutado. Ideal para quienes buscan un producto saludable, natural y lleno de sabor. Ingredientes: Leche entera pasteurizada de vaca Cultivos lácticos naturales Preparado de frutos rojos Características principales: 🥛 Producto artesanal y natural 🍓 Sabor fresco y afrutado 🧴 Sin aditivos ni conservantes ⚖️ Presentación: 1Kg Beneficios: Fuente natural de probióticos Ideal para mejorar la digestión Perfecto para consumir solo o en recetas Modo de consumo: Disfrútalo como snack, en batidos, con frutas o en preparaciones culinarias.",https://cdn.shopify.com/s/files/1/0919/6093/4786/files/PHOTO-2025-08-08-21-30-132.jpg?v=1754695832,,,
Yogurt Bulgaria Griego,100.00,"Yogurt Bulgaria Griego • Artesanal y Natural • 1Kg Disfruta de nuestro yogurt Bulgaria griego elaborado artesanalmente con leche entera y pasteurizada de vaca, y cultivos lácticos naturales que le confieren una textura cremosa y un sabor auténtico. Perfecto para quienes buscan un producto saludable y natural. Ingredientes: Leche entera pasteurizada de vaca Cultivos lácticos naturales Características principales: 🥛 Producto artesanal y natural 🧴 Sin aditivos ni conservantes 🍶 Textura cremosa y sabor auténtico ⚖️ Presentación: 1Kg Beneficios: Fuente natural de probióticos Ideal para mejorar la digestión Perfecto para consumir solo o en recetas Modo de consumo: Disfrútalo como snack, en batidos, con frutas o en preparaciones culinarias.",https://cdn.shopify.com/s/files/1/0919/6093/4786/files/PHOTO-2025-08-08-21-30-12_4fedf2f5-2521-4736-b237-749a88728a33.jpg?v=1754695832,,,
Yogurt Bulgaria Manzana,100.00,"Yogurt Bulgaria Manzana • Artesanal y Natural • 1Kg Disfruta de nuestro yogurt Bulgaria con delicioso preparado de manzana, elaborado artesanalmente con cultivos lácticos naturales que le brindan una textura cremosa y un sabor fresco y afrutado. Ideal para quienes buscan un producto saludable, natural y lleno de sabor. Ingredientes: Leche entera pasteurizada de vaca Cultivos lácticos naturales Preparado de manzana Características principales: 🥛 Producto artesanal y natural 🍏 Sabor fresco y afrutado 🧴 Sin aditivos ni conservantes ⚖️ Presentación: 1Kg Beneficios: Fuente natural de probióticos Ideal para mejorar la digestión Perfecto para consumir solo o en recetas Modo de consumo: Disfrútalo como snack, en batidos, con frutas o en preparaciones culinarias.",https://cdn.shopify.com/s/files/1/0919/6093/4786/files/PHOTO-2025-08-08-21-30-14_2.jpg?v=1754694875,,,
Zanahorias,100.00,"Bolsa de Zanahorias Frescas • 1kg Disfruta de nuestra bolsa de zanahorias frescas , cultivadas de forma natural y libre de químicos. Ideal para tus recetas diarias, snacks saludables y ensaladas llenas de sabor y nutrientes. Características principales: 🥕 Zanahorias frescas y naturales 🌿 Sin pesticidas ni conservantes 💪 Ricas en vitamina A y antioxidantes ⚖️ Presentación práctica de 1kg Beneficios: Mejoran la visión y la salud de la piel Ayudan a fortalecer el sistema inmunológico Perfectas para una dieta balanceada Modo de consumo: Perfectas para ensaladas, jugos, guisos o como snack saludable.",https://cdn.shopify.com/s/files/1/0919/6093/4786/files/PHOTO-2025-08-08-21-30-14.jpg?v=1754694875,,,
